code,failed,n_inferred_terminal_states,fixed_terminal,spearman_stat_pseudotime,spearman_pval_pseudotime,kendall_stat_pseudotime,kendall_pval_pseudotime,jsd,tts,ttp,ttc,tsr,temporal_state_score,pearson_stat_KLD,pearson_pval_KLD,pearson_stat_SHE,pearson_pval_SHE,spearman_stat_KLD,spearman_pval_KLD,spearman_stat_SHE,spearman_pval_SHE,fate_index_stat,fate_index_pval,terminal_silhouette_soft,terminal_silhouette_pse,terminal_enrichment
three_branches_False_0.7_0.1_10:10:30,True,,False,,,,,,,,,,,,,,,,,,,,,,,
three_branches_False_0.7_0.1_10:10:70,True,,False,,,,,,,,,,,,,,,,,,,,,,,
three_branches_False_0.7_0.1_10:10:50,True,,False,,,,,,,,,,,,,,,,,,,,,,,
three_branches_True_0.7_0.1_10:30:30,False,,True,,,,,"{""values"": [0.02690293612133778, 0.3456486024719518], ""index"": [""committed"", ""totipotent""]}",0.9645365049816571,1.0,0.9645929036198483,1.0,0.9821225503411197,0.703722639448407,2.5119227862994355e-150,-0.5726453776387664,3.354901065716078e-88,0.8461190468276845,5.5399161602986874e-275,-0.7721479526299986,9.65106509370649e-199,0.6727303133515263,1.0032831299213852e-132,0.7847885015075026,0.8482899852103482,0.45545545545545546,3
three_branches_True_0.7_0.1_10:50:10,False,,True,,,,,"{""values"": [0.012720644894413727, 0.37547890829882796], ""index"": [""committed"", ""totipotent""]}",0.9645365049816571,1.0,0.9645929036198483,1.0,0.9821225503411197,0.6636270066849527,5.89461831117718e-128,-0.5524615047350503,5.530296050307366e-81,0.7741254621708717,2.1682833796686238e-200,-0.7395090175852606,9.692439421408487e-174,0.4676629688408728,1.7558585562349696e-55,0.8324358636616626,0.9134276739532787,0.45545545545545546,3
three_branches_True_0.7_0.1_10:30:50,False,,True,,,,,"{""values"": [0.03604986819687399, 0.33423739116425466], ""index"": [""committed"", ""totipotent""]}",0.9645365049816571,1.0,0.9645929036198483,1.0,0.9821225503411197,0.7233650272983235,1.0148663145213886e-162,-0.5902796241821101,6.265665569599866e-95,0.8608616380544386,4.310271481573532e-295,-0.7503233512703257,1.3623586610402096e-181,0.7043701583931843,1.0181436431047386e-150,0.7719029685518551,0.8028759722392593,0.45545545545545546,3
three_branches_True_0.7_0.1_10:50:30,False,,True,,,,,"{""values"": [0.027306277590145478, 0.34117166883692956], ""index"": [""committed"", ""totipotent""]}",0.9645365049816571,1.0,0.9645929036198483,1.0,0.9821225503411197,0.7070991344024792,2.20329015802066e-152,-0.5745764596425457,6.43712596102653e-89,0.8504661708061301,1.0983093597308894e-280,-0.7494645093451902,5.923777877901894e-181,0.6564711502788593,2.5285846834542783e-124,0.7835659379459669,0.8500475155563513,0.45545545545545546,3
three_branches_False_0.7_0.1_70:70:30,True,,False,,,,,,,,,,,,,,,,,,,,,,,
three_branches_False_0.7_0.1_70:70:70,True,,False,,,,,,,,,,,,,,,,,,,,,,,
three_branches_True_0.7_0.1_70:70:30,False,,True,,,,,"{""values"": [0.026443535465978205, 0.3529269027652411], ""index"": [""committed"", ""totipotent""]}",0.9645365049816571,1.0,0.9645929036198483,1.0,0.9821225503411197,0.6988320033630759,2.128663897064875e-147,-0.5667616706696093,4.7987507397034944e-86,0.8441476557405353,1.869298015399483e-272,-0.7555564360750087,1.540923207665026e-185,0.6862823789220216,3.770638860347776e-140,0.7892769804608454,0.8599413246105061,0.45545545545545546,3
three_branches_False_0.7_0.1_70:70:50,False,,False,,,,,,0.9612209025446713,1.0,0.9575965111134925,1.0,0.979493233937304,0.7188720447615355,8.607019204940964e-160,-0.5909041406020632,3.556494284855633e-95,0.8508729969206417,3.145992731955098e-281,-0.7524467875162976,3.506289213189198e-183,0.6872828606195305,1.028245830860022e-140,0.7807024776218447,0.8718085799815614,0.4514514514514514,3
three_branches_True_0.7_0.1_70:70:70,False,,True,,,,,"{""values"": [0.0433864724492679, 0.33723572177184297], ""index"": [""committed"", ""totipotent""]}",0.9645365049816571,1.0,0.9645929036198483,1.0,0.9821225503411197,0.7368390331411729,7.329418575365768e-172,-0.6081751843363661,3.3940822779888742e-102,0.85693123678568,1.6411366675860207e-289,-0.7491661883024536,9.856156954755735e-181,0.7134702766815071,2.4018937667885936e-156,0.770812906637059,0.8624914953861962,0.45545545545545546,3
three_branches_True_0.7_0.1_70:70:50,False,,True,,,,,"{""values"": [0.034631303295498524, 0.34246329548031107], ""index"": [""committed"", ""totipotent""]}",0.9645365049816571,1.0,0.9645929036198483,1.0,0.9821225503411197,0.7188720495066991,8.606958511446125e-160,-0.5909041508392049,3.556461233972638e-95,0.8509794544740071,2.266770024371939e-281,-0.7527723424290957,1.994027687045888e-183,0.6863194964892882,3.5935170879693086e-140,0.7807024813404587,0.8718085795661049,0.45545545545545546,3
three_branches_False_0.7_0.1_10:30:10,True,,False,,,,,,,,,,,,,,,,,,,,,,,
three_branches_True_0.7_0.1_10:30:10,False,,True,,,,,"{""values"": [0.013495155150773125, 0.36534973323369563], ""index"": [""committed"", ""totipotent""]}",0.9645365049816571,1.0,0.9645929036198483,1.0,0.9821225503411197,0.6790635079391997,3.814832536812108e-136,-0.5527813336506799,4.287586270353171e-81,0.7048064485243195,5.532839525806626e-151,-0.48511364913003824,3.690506401405051e-60,0.6394978341679467,4.3007632817131195e-116,0.8166028161818435,0.8974406666883503,0.45545545545545546,3
three_branches_False_0.7_0.1_10:50:70,True,,False,,,,,,,,,,,,,,,,,,,,,,,
three_branches_False_0.7_0.1_30:10:10,True,,False,,,,,,,,,,,,,,,,,,,,,,,
three_branches_True_0.7_0.1_10:50:70,False,,True,,,,,"{""values"": [0.0447255381371949, 0.33187749107623005], ""index"": [""committed"", ""totipotent""]}",0.9645365049816571,1.0,0.9645929036198483,1.0,0.9821225503411197,0.7430637022951797,2.8126146242256706e-176,-0.611649613296624,1.163403854355336e-103,0.8597020196507512,1.9891203362971363e-293,-0.7723694335860362,6.320889136003641e-199,0.7455928061546725,4.1506036311784536e-178,0.7717996869346438,0.8625642993769808,0.45545545545545546,3
three_branches_False_0.7_0.1_10:70:10,True,,False,,,,,,,,,,,,,,,,,,,,,,,
three_branches_False_0.7_0.1_30:10:30,True,,False,,,,,,,,,,,,,,,,,,,,,,,
three_branches_True_0.7_0.1_30:10:10,True,,True,,,,,,,,,,,,,,,,,,,,,,,
three_branches_False_0.7_0.1_10:70:50,True,,False,,,,,,,,,,,,,,,,,,,,,,,
three_branches_True_0.7_0.1_30:10:30,False,,True,,,,,"{""values"": [0.026731006922755728, 0.35950503757400754], ""index"": [""committed"", ""totipotent""]}",0.9645365049816571,1.0,0.9645929036198483,1.0,0.9821225503411197,0.69218258163997,1.64074070720241e-143,-0.5660192827790539,8.912921022222964e-86,0.8300070089777251,2.703888672664406e-255,-0.7124761092920132,1.0139253354396523e-155,0.6304747840496924,6.325099603764573e-112,0.8002622909494881,0.8912866788817642,0.45545545545545546,3
three_branches_True_0.7_0.1_10:70:10,False,,True,,,,,"{""values"": [0.013931558214039633, 0.37788535473550144], ""index"": [""committed"", ""totipotent""]}",0.9645365049816571,1.0,0.9645929036198483,1.0,0.9821225503411197,0.6578822426134454,4.948453112833904e-125,-0.5553639958878813,5.435221208002207e-82,0.7616820684518859,2.7492967470694624e-190,-0.7724841096107568,5.076119061780043e-199,0.435637446826013,1.4262207351418125e-47,0.8347711567327637,0.9191323650933855,0.45545545545545546,3
three_branches_False_0.7_0.1_30:10:50,False,,False,,,,,,0.8839930667025303,1.0,0.9646853188877783,1.0,0.9609673494589395,0.7025470005330932,1.286352351511535e-149,-0.5980297633645751,5.08590818966064e-98,0.845577388072402,2.7648641253569835e-274,-0.7135209685378211,2.2314685363523726e-156,0.5671567999690995,3.4493242668180064e-86,0.8026814993399828,0.9045081049153387,0.3603603603603604,3
three_branches_False_0.7_0.1_10:70:30,False,,False,,,,,,0.9568728421288949,1.0,0.9598350402491542,1.0,0.9789549513116522,0.7189876236683749,7.248367261912392e-160,-0.5842676541047055,1.3720296397591167e-92,0.86140508540277,7.069930590982132e-296,-0.7801169026603679,1.7273168484677764e-205,0.7288766960580721,2.1564183875733812e-166,0.782650623264283,0.8486725805413419,0.4464464464464464,3
three_branches_True_0.7_0.1_10:70:50,False,,True,,,,,"{""values"": [0.04004966156229294, 0.3347027050799018], ""index"": [""committed"", ""totipotent""]}",0.9645365049816571,1.0,0.9645929036198483,1.0,0.9821225503411197,0.7350581871977859,1.2746318476600826e-170,-0.5980559031350678,4.963652636131149e-98,0.8576780037435153,1.4715534243592917e-290,-0.7748863215625487,4.981734490918833e-201,0.7135933696746349,2.0087559244056276e-156,0.7756757204266578,0.8542522556766816,0.45545545545545546,3
three_branches_True_0.7_0.1_30:10:50,False,,True,,,,,"{""values"": [0.0359300595961372, 0.3593839759024085], ""index"": [""committed"", ""totipotent""]}",0.9645365049816571,1.0,0.9645929036198483,1.0,0.9821225503411197,0.7025383433760256,1.301878658953868e-149,-0.5980299682020325,5.084938600381778e-98,0.8498996263280982,6.22544892896407e-280,-0.7244615662334696,1.9181171326512537e-163,0.6142323550937036,9.222557466818356e-105,0.8026884420290769,0.9045197555147159,0.45545545545545546,3
three_branches_False_0.7_0.1_10:70:70,False,,False,,,,,,0.9645365049816571,1.0,0.9645929036198483,1.0,0.9821225503411197,0.7480897645713473,6.150827366802732e-180,-0.6181525645925323,1.8803275771083862e-106,0.8567360126925054,3.0758993241196224e-289,-0.771370968625688,4.2434221288175065e-198,0.7472224018068185,2.67160745922645e-179,0.776848224342197,0.868732931313871,0.45545545545545546,3
three_branches_True_0.7_0.1_10:70:30,False,,True,,,,,"{""values"": [0.02983458674565565, 0.3373924005181592], ""index"": [""committed"", ""totipotent""]}",0.9645365049816571,1.0,0.9645929036198483,1.0,0.9821225503411197,0.7189875585343645,7.249069246570932e-160,-0.5842675818749908,1.3721175475145647e-92,0.861448259342176,6.12210459171464e-296,-0.7805448058598659,7.363373935968076e-206,0.7066862129607804,3.946368768084043e-152,0.7826506331228398,0.8486725776069197,0.45545545545545546,3
three_branches_True_0.7_0.1_10:70:70,False,,True,,,,,"{""values"": [0.04693420024657482, 0.33350279512260533], ""index"": [""committed"", ""totipotent""]}",0.9645365049816571,1.0,0.9645929036198483,1.0,0.9821225503411197,0.7480898430664737,6.150008217311212e-180,-0.6181528432024732,1.8798037521688135e-106,0.8567399008536922,3.0376821692705845e-289,-0.7715398703628938,3.076992669268502e-198,0.7474585761335981,1.792066466153661e-179,0.7768482259271373,0.8687329291486626,0.45545545545545546,3
three_branches_False_0.7_0.1_30:10:70,False,,False,,,,,,0.9645365049816571,1.0,0.9614545333648664,1.0,0.9813227227723937,0.7172388350987539,9.66439272385198e-159,-0.6127700930546005,3.8849400549111923e-104,0.8551945187886142,4.2471158040173066e-287,-0.7288849010571752,2.1291103098746264e-166,0.6609326350471875,1.4122692844817141e-126,0.7873627946989102,0.8945436961923869,0.45545545545545546,3
three_branches_False_0.7_0.1_30:30:10,True,,False,,,,,,,,,,,,,,,,,,,,,,,
three_branches_True_0.7_0.1_30:10:70,False,,True,,,,,"{""values"": [0.044813043040547916, 0.3539444239926949], ""index"": [""committed"", ""totipotent""]}",0.9645365049816571,1.0,0.9645929036198483,1.0,0.9821225503411197,0.7172389226117003,9.66314484690709e-159,-0.6127702061074153,3.884509282570964e-104,0.8552317983340683,3.7725148916774794e-287,-0.7291655576431741,1.3764250393264488e-166,0.6622370978563092,3.04685978723122e-127,0.7873627972231914,0.8945436969784251,0.45545545545545546,3
three_branches_True_0.7_0.1_30:30:10,False,,True,,,,,"{""values"": [0.010451956041227098, 0.36695166165190596], ""index"": [""committed"", ""totipotent""]}",0.9645365049816571,1.0,0.9645929036198483,1.0,0.9821225503411197,0.6739012219710087,2.3744838356938867e-133,-0.5306212041852761,1.0365373536860906e-73,0.7176088224523258,5.596132935352752e-159,-0.6373382046419309,4.402756040726549e-115,0.7182106053732671,2.2968156499230956e-159,0.8157870371121773,0.8817569766926082,0.45545545545545546,3
three_branches_False_0.7_0.1_30:30:30,False,,False,,,,,,0.8815535842848591,1.0,0.9573147956357877,1.0,0.9584641463131207,0.6996422809984072,7.032403027081498e-148,-0.5676600710824569,2.2636721403918404e-86,0.8422729149744788,4.4004528390915315e-270,-0.745545815463808,4.490857197359339e-178,0.6954195547556717,2.168602557326582e-145,0.7888128574657837,0.8563354727292185,0.35735735735735735,3
three_branches_True_0.7_0.1_30:30:30,False,,True,,,,,"{""values"": [0.02688283577048248, 0.35273745920017674], ""index"": [""committed"", ""totipotent""]}",0.9645365049816571,1.0,0.9645929036198483,1.0,0.9821225503411197,0.6996375779087686,7.077833139284379e-148,-0.5676596307455122,2.2645072217131616e-86,0.8458296622638328,1.3087007528154727e-274,-0.75716501204401,9.006019714478019e-187,0.7045512085709057,7.90600405138061e-151,0.7888189435802803,0.8563444956604783,0.45545545545545546,3
three_branches_False_0.7_0.1_30:30:50,True,,False,,,,,,,,,,,,,,,,,,,,,,,
three_branches_True_0.7_0.1_30:30:50,False,,True,,,,,"{""values"": [0.03513160441963263, 0.3424997213073245], ""index"": [""committed"", ""totipotent""]}",0.9645365049816571,1.0,0.9645929036198483,1.0,0.9821225503411197,0.7189783400847869,7.349108287311161e-160,-0.5932929957317148,4.029702674732818e-96,0.8516268348153837,3.071547838522153e-282,-0.7553524815252484,2.205266973608811e-185,0.6876840592662367,6.097599410852054e-141,0.779558243726425,0.8704546078978331,0.45545545545545546,3
three_branches_False_0.7_0.1_30:30:70,True,,False,,,,,,,,,,,,,,,,,,,,,,,
three_branches_True_0.7_0.1_30:30:70,False,,True,,,,,"{""values"": [0.04453823011567777, 0.33829440799035426], ""index"": [""committed"", ""totipotent""]}",0.9645365049816571,1.0,0.9645929036198483,1.0,0.9821225503411197,0.7358684684581673,3.485730315536093e-171,-0.6118013288839975,1.0030994266710085e-103,0.8577033727952103,1.3554700980833308e-290,-0.7548002316660858,5.810695954389889e-185,0.7151441565204728,2.096105895356511e-157,0.7679519640527875,0.8589408578827021,0.45545545545545546,3
three_branches_False_0.7_0.1_30:50:10,True,,False,,,,,,,,,,,,,,,,,,,,,,,
three_branches_True_0.7_0.1_30:50:10,False,,True,,,,,"{""values"": [0.011281430049038728, 0.3662896584389263], ""index"": [""committed"", ""totipotent""]}",0.9645365049816571,1.0,0.9645929036198483,1.0,0.9821225503411197,0.6736033854679201,3.4279766988016807e-133,-0.5327403417185024,2.1531388487894575e-74,0.6931581599855651,4.4813244926180895e-144,-0.47315032481641134,6.349382431766615e-57,0.15025406108047235,1.8183861361284836e-06,0.816086502534323,0.8868743226847291,0.45545545545545546,3
three_branches_False_0.7_0.1_30:50:70,True,,False,,,,,,,,,,,,,,,,,,,,,,,
three_branches_False_0.7_0.1_30:50:30,False,,False,,,,,,0.9572146434084553,1.0,0.953104219763557,1.0,0.9773214519741663,0.7007382006130497,1.562957660336426e-148,-0.5703506852587754,2.352355887666932e-87,0.8464690339223185,1.9541188070092983e-275,-0.7595712915907703,1.2347581318310608e-188,0.6871504882345859,1.2214971369803465e-140,0.788429001543212,0.8576857248194858,0.4469469469469469,3
three_branches_False_0.7_0.1_30:50:50,False,,False,,,,,,0.9577099913446222,1.0,0.9573231038247391,1.0,0.9785277349387156,0.7222333581931503,5.616445513502316e-162,-0.5908601465784021,3.701393849604249e-95,0.8557142810111105,8.114710748219112e-288,-0.7399001646838046,5.120040768658563e-174,0.6670095022724343,1.0427540004919526e-129,0.7750350116408027,0.8457714685687945,0.44744744744744747,3
three_branches_True_0.7_0.1_30:50:30,False,,True,,,,,"{""values"": [0.026533287117227505, 0.3519215009474028], ""index"": [""committed"", ""totipotent""]}",0.9645365049816571,1.0,0.9645929036198483,1.0,0.9821225503411197,0.7007380169023554,1.563352647460094e-148,-0.5703505124105558,2.3526996493192938e-87,0.8461226805305716,5.480376881496734e-275,-0.7604656064820353,2.4750700308571927e-189,0.699275472176152,1.1615892272153262e-147,0.7884290209119512,0.8576857029291192,0.45545545545545546,3
three_branches_True_0.7_0.1_30:50:50,False,,True,,,,,"{""values"": [0.03554811499269915, 0.33842312342511666], ""index"": [""committed"", ""totipotent""]}",0.9645365049816571,1.0,0.9645929036198483,1.0,0.9821225503411197,0.7222333497975477,5.616516626593027e-162,-0.5908601465900402,3.701393810505116e-95,0.8558229616251098,5.736049897590684e-288,-0.7402957019495261,2.682214751404752e-174,0.6666655885646011,1.5754239991258326e-129,0.7750350212387713,0.845771466387311,0.45545545545545546,3
three_branches_True_0.7_0.1_30:50:70,False,,True,,,,,"{""values"": [0.04377772125107621, 0.3321376601904627], ""index"": [""committed"", ""totipotent""]}",0.9645365049816571,1.0,0.9645929036198483,1.0,0.9821225503411197,0.7399332558026712,4.850680794218523e-174,-0.6077065733671118,5.3324273881616295e-102,0.8813197158300368,0.0,-0.7472625444798261,2.496377385921391e-179,0.7026497615512567,1.1155672945055686e-149,0.7655361433604476,0.8112492183764708,0.45545545545545546,3
three_branches_False_0.7_0.1_30:70:10,True,,False,,,,,,,,,,,,,,,,,,,,,,,
three_branches_False_0.7_0.1_30:70:30,False,,False,,,,,,0.9390380698215557,1.0,0.9403662148302905,1.0,0.9693822299181961,0.7024431258042386,1.4854824064082294e-149,-0.5702798846862344,2.4974351400360254e-87,0.857178303374857,7.400908276760586e-290,-0.7411507324815158,6.603522597591131e-175,0.7017197996302381,4.040008691051541e-149,0.7875482914023987,0.8407941689140723,0.42542542542542544,3
three_branches_False_0.7_0.1_50:10:10,True,,False,,,,,,,,,,,,,,,,,,,,,,,
three_branches_True_0.7_0.1_30:70:10,False,,True,,,,,"{""values"": [0.009932237527966277, 0.3670296472312871], ""index"": [""committed"", ""totipotent""]}",0.9645365049816571,1.0,0.9645929036198483,1.0,0.9821225503411197,0.6646343765287271,1.7823782152177362e-128,-0.531073840086028,7.416698998878628e-74,0.7586508397380511,6.408949861534984e-188,-0.8153154906841125,4.53555799453329e-239,0.6110013861052728,2.1899681071911466e-103,0.8254424121273227,0.9029501249446115,0.45545545545545546,3
three_branches_False_0.7_0.1_50:10:30,True,,False,,,,,,,,,,,,,,,,,,,,,,,
three_branches_True_0.7_0.1_30:70:30,False,,True,,,,,"{""values"": [0.026730645808777043, 0.3495540227172661], ""index"": [""committed"", ""totipotent""]}",0.9645365049816571,1.0,0.9645929036198483,1.0,0.9821225503411197,0.7024437073623692,1.4842861340091784e-149,-0.5702804098917497,2.4963267826399e-87,0.8574306112796294,3.2765358212961594e-290,-0.7435172114803223,1.3254787248913215e-176,0.6600709780930984,3.873028356838379e-126,0.787548219359148,0.8407942147884268,0.45545545545545546,3
three_branches_False_0.7_0.1_30:70:50,False,,False,,,,,,0.9452733276513108,1.0,0.9508696704501856,1.0,0.9736875113357782,0.7247734796905541,1.1924010878332884e-163,-0.5911243885911692,2.911766245764191e-95,0.8624450618706148,2.1759745830796658e-297,-0.7469134808896007,4.501075198527057e-179,0.6905852557157348,1.358427685968739e-142,0.7742154685034727,0.7955390801510271,0.43276609943276606,3
three_branches_False_0.7_0.1_30:70:70,True,,False,,,,,,,,,,,,,,,,,,,,,,,
three_branches_True_0.7_0.1_50:10:10,False,,True,,,,,"{""values"": [0.01199807927245161, 0.3664767238863057], ""index"": [""committed"", ""totipotent""]}",0.9645365049816571,1.0,0.9645929036198483,1.0,0.9821225503411197,0.6688319197265441,1.1600781673303634e-130,-0.5218852248109558,6.006993167898675e-71,0.6712744678164616,5.964369849537625e-132,-0.5523591864426547,5.999086711010789e-81,0.16063307883396669,3.28170768814098e-07,0.8137171024363522,0.8759637033938275,0.45545545545545546,3
three_branches_True_0.7_0.1_50:10:30,False,,True,,,,,"{""values"": [0.02792352574972111, 0.3603323894394232], ""index"": [""committed"", ""totipotent""]}",0.9645365049816571,1.0,0.9645929036198483,1.0,0.9821225503411197,0.6931904591609983,4.2924689772728026e-144,-0.5661644630607878,7.897500887957936e-86,0.8289530149440467,4.438199026470558e-254,-0.707487049683771,1.2731249984869613e-152,0.6451345545100718,9.084729470677483e-119,0.8010629529066582,0.891145763960396,0.45545545545545546,3
three_branches_True_0.7_0.1_30:70:50,False,,True,,,,,"{""values"": [0.036119178467075755, 0.33703126020729296], ""index"": [""committed"", ""totipotent""]}",0.9645365049816571,1.0,0.9645929036198483,1.0,0.9821225503411197,0.7247738213855214,1.1917798610180874e-163,-0.59112471678305,2.9108982076717573e-95,0.8628801191677026,5.0297784477865896e-298,-0.7482633743045829,4.58089645273705e-180,0.6877294118435759,5.747539385324006e-141,0.7742154089873307,0.7955390977447065,0.45545545545545546,3
three_branches_True_0.7_0.1_30:70:70,False,,True,,,,,"{""values"": [0.04401650560861229, 0.33081995237563555], ""index"": [""committed"", ""totipotent""]}",0.9645365049816571,1.0,0.9645929036198483,1.0,0.9821225503411197,0.7424618501066994,7.614810147612856e-176,-0.6080003772755039,4.0174512233659185e-102,0.867303470775128,1.2797100614335987e-304,-0.7529048948798581,1.5842371123844126e-183,0.7156891077118159,9.43937221427578e-158,0.7666577597574208,0.8418896237583546,0.45545545545545546,3
three_branches_False_0.7_0.1_50:10:50,True,,False,,,,,,,,,,,,,,,,,,,,,,,
three_branches_True_0.7_0.1_50:10:50,False,,True,,,,,"{""values"": [0.03688663769409901, 0.36216413487696186], ""index"": [""committed"", ""totipotent""]}",0.9645365049816571,1.0,0.9645929036198483,1.0,0.9821225503411197,0.70012625386545,3.622671642329784e-148,-0.6002779426798017,6.222416979940088e-99,0.8481892265042371,1.122195956993144e-277,-0.7199465719062506,1.73672856979602e-160,0.603412452187234,3.233517407112316e-100,0.8059712371143986,0.9088514441339145,0.45545545545545546,3
three_branches_False_0.7_0.1_50:10:70,False,,False,,,,,,0.9636944535696008,1.0,0.9646426966639953,1.0,0.9819208005456491,0.7153283178121055,1.601098681848982e-157,-0.6167857876944084,7.351538615946196e-106,0.8577277183838868,1.2526709836165576e-290,-0.726815582917352,5.220280923920862e-165,0.6608509571921805,1.554215619155773e-126,0.7899559356311165,0.8985740319105856,0.4544544544544544,3
three_branches_True_0.7_0.1_50:10:70,False,,True,,,,,"{""values"": [0.0457621009282601, 0.3564630953959413], ""index"": [""committed"", ""totipotent""]}",0.9645365049816571,1.0,0.9645929036198483,1.0,0.9821225503411197,0.7153284214277303,1.6008559267178645e-157,-0.6167859251250999,7.350533288236826e-106,0.8577691235209602,1.0953869801316894e-290,-0.7272044968334068,2.8676484419067493e-165,0.6611352871208648,1.1134279215756227e-126,0.7899559460088228,0.8985740338562977,0.45545545545545546,3
three_branches_False_0.7_0.1_50:30:10,True,,False,,,,,,,,,,,,,,,,,,,,,,,
three_branches_True_0.7_0.1_50:30:10,False,,True,,,,,"{""values"": [0.010213013160163367, 0.3654559675162113], ""index"": [""committed"", ""totipotent""]}",0.9645365049816571,1.0,0.9645929036198483,1.0,0.9821225503411197,0.6738277082369435,2.5998459440333153e-133,-0.5273769364595909,1.1249505146417082e-72,0.7232925667149072,1.1326546377832844e-162,-0.6428018423270371,1.1810699824516594e-117,0.6637241293982168,5.253661541477391e-128,0.813313014801307,0.866599822287286,0.45545545545545546,3
three_branches_False_0.7_0.1_50:30:30,True,,False,,,,,,,,,,,,,,,,,,,,,,,
